Dataflow,Geographic Area,Indicator,Sex,Time Period,Observation Value,Unit Multiplier,Unit of Measure,Observation Status,Observation Confidentaility,Lower Bound,Upper Bound,Weighted Sample Size,Observation Footnote,Series Footnote,Data Source,Citation of or link to the data source,Custodian,Time period activity related to when the data are collected,Reference Period,The period of time for which data are provided,Current Age
Cross-sector Indicators,Estonia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Estonia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ethiopia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,1100,Units,Number,Estimated value,Free,650,1900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ethiopia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,1100,Units,Number,Estimated value,Free,640,1900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ethiopia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,1100,Units,Number,Estimated value,Free,640,1900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ethiopia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,1100,Units,Number,Estimated value,Free,640,1900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ethiopia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,1000,Units,Number,Estimated value,Free,630,1900,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ethiopia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,1000,Units,Number,Estimated value,Free,610,1800,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Finland,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Finland,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Finland,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Finland,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Finland,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Finland,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,France,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,France,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,France,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,France,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,France,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,France,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gabon,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gabon,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gabon,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gabon,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gabon,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gabon,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Georgia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Georgia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Georgia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Georgia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Georgia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Georgia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ghana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,740,Units,Number,Estimated value,Free,<500,1200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ghana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,800,Units,Number,Estimated value,Free,<500,1300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ghana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,830,Units,Number,Estimated value,Free,510,1300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ghana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,870,Units,Number,Estimated value,Free,540,1400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ghana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,930,Units,Number,Estimated value,Free,590,1400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Ghana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,960,Units,Number,Estimated value,Free,620,1500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gambia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gambia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gambia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gambia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gambia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Gambia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea-Bissau,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea-Bissau,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea-Bissau,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<200,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea-Bissau,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<200,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea-Bissau,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<200,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guinea-Bissau,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<200,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Equatorial Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Equatorial Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Equatorial Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Equatorial Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Equatorial Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Equatorial Guinea,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Grenada,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Grenada,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Grenada,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Grenada,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Grenada,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Grenada,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guatemala,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guatemala,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
